catalog_id,main_id,ra,dec,pmra,pmdec,plx_value,plx_err,otype,sp_type,rvz_radvel,rvz_err,v_mag,common_name
HIP 86019,HD 159358,263.69313130961,-11.2419984548,3.737,3.143,8.7799,0.0934,*,B9V,-13.0,3.8,5.535,
HIP 85397,HD 157968,261.75895126274,-12.51248690774,41.111,-62.861,22.6612,0.0279,PM*,F7V,-37.38,0.16,6.206,
HIP 84880,* nu. Ser,260.20692403414034,-12.846876066316668,44.862,1.506,15.9795,0.1588,*,A0/1V,6.43,0.54,4.324,
HIP 102891,HD 198431,312.67406973883,-12.54490219779,125.679,-71.062,11.756,0.0432,PM*,K1III,-45.86,0.14,5.872,
HIP 95485,HD 182477,291.3399787863,-13.89711758326,58.174,65.637,5.7438,0.3101,PM*,K2III,-34.2,2.0,5.71,
HIP 92882,HD 175317,283.87918911358,-16.37663561305,-26.658,-184.915,31.6856,0.1812,PM*,F5V,-45.09,0.57,5.546,
HIP 75379,* eps Lib,231.04951580174,-10.322278854,-66.816,-152.296,34.6222,0.6092,SB*,F4V,-11.68,3.24,4.92,
HIP 92814,HD 175156,283.6796401973133,-15.603036856645836,-2.136,-6.672,1.7668,0.1256,*,B3II,-2.8,0.8,5.086,
HIP 90991,HD 171130,278.4125871534598,-14.8536143948213,27.34,-9.1,13.5871,0.2332,*,A0/1V,-16.53,0.52,5.735,
HIP 90595,* gam Sct,277.299377380498,-14.565802914842225,7.788,-9.363,10.3621,0.1378,*,A1IV/V,-33.78,0.57,4.675,
HIP 95557,HD 182645,291.54601091762,-15.05325145645,18.597,-0.657,3.5783,0.0575,*,B7IV,-7.0,4.3,5.706,
HIP 89851,HD 168415,275.0366304882899,-15.83169685374,38.22,-39.183,6.3188,0.0852,PM*,K3III,30.5,2.0,5.371,
HIP 83090,HD 153229,254.67317170915,-14.86967394038,-1.735,-26.514,19.857,0.025,*,F3IV/V,-13.44,0.16,6.466,
HIP 77689,HD 141853,237.90998054919,-14.13358612059,-22.361,-7.603,4.454,0.0263,*,G8III,-16.0,0.19,6.207,
HIP 86263,* ksi Ser,264.3966658270488,-15.398555763609997,-42.378,-59.146,32.8828,0.2641,SB*,A9IIIpSr:,-45.85,6.03,3.519,
HIP 82259,HD 151527,252.11240779683004,-14.909418093149998,-17.003,-7.39,5.1939,0.3845,*,A0IV/V,-26.2,3.2,6.028,
HIP 79692,HD 146254,243.96456303386003,-14.849115413359998,6.527,1.121,5.4238,0.0367,*,A0III,-11.1,2.0,6.083,
HIP 80793,HD 148604,247.44550943684,-14.55079800568,35.981,-5.974,9.1182,0.2896,*,G5III/IV,-19.87,0.16,5.665,
HIP 84402,HD 155970,258.8345065092,-14.584168609089998,-8.061,-12.577,10.1908,0.2772,SB*,K1III,-7.41,0.04,6.004,
HIP 87074,HD 161701,266.90324847903,-14.725826335989998,-20.941,-18.582,5.9523,0.0516,SB*,B9pHgMn,-18.5,4.3,5.923,
HIP 75352,HD 136956,230.96766224705,-12.3695021897,-38.327,-36.422,6.5279,0.0534,PM*,G8III,-26.2932,0.007935,5.716,
HIP 96808,* e01 Sgr,295.18076262602,-16.2932706621,68.437,-50.621,12.9921,0.1127,PM*,K1III,-59.08,0.16,5.296,
HIP 96950,* e02 Sgr,295.62972079235,-16.12399803088,66.502,-9.814,18.5348,0.0657,**,F3IV/V,-32.0,3.4,5.045,
HIP 98258,* g Sgr,299.4876227432799,-15.49146815238,17.267,-110.707,15.4752,0.3128,PM*,A2V,1.0,5.7,4.998,
HIP 90687,HD 170433,277.54943526175,-18.72879595665,34.759,-91.223,12.6862,0.0479,PM*,K0III,-1.02,0.13,5.624,
HIP 90494,HD 169990,276.9853331988,-17.80035393608,-2.322,-1.805,5.7887,0.0445,*,B8III/IV,-34.9,2.0,6.182,
HIP 88258,*   6 Sgr,270.34634403382,-17.15686773325,0.316,-6.454,1.8024,0.0677,*,K2III,-15.47,0.21,6.261,
HIP 83854,HD 154779,257.06189471615994,-17.6090507719,3.546,-35.03,7.5003,0.0459,*,K0III,-13.7,2.0,5.977,
HIP 87782,HD 163245,268.97904436036,-18.802156036360003,14.59,-20.86,10.0973,0.0332,*,A1V,5.78,0.8,6.469,
HIP 78078,V* HR Lib,239.13905682431,-14.82943692892,70.684,-34.56,19.9832,0.0316,dS*,F1VskA1.5mA1.5_lB,24.36,0.38,6.117,
HIP 77007,HD 140301,235.85357790097004,-15.043230179160004,-4.458,-95.432,8.7585,0.0248,PM*,K0III,18.81,0.17,6.295,
HIP 94144,HD 178555,287.45060944169,-19.8036583631,22.722,-83.167,9.1471,0.0292,**,K1III,28.58,0.13,6.11,
HIP 102026,HD 196857,310.13549388937,-16.12417634625,-67.386,75.157,10.2267,0.0444,PM*,K0III,-3.7,2.0,5.799,
HIP 97290,* f Sgr,296.59058130579245,-19.761114615344447,-129.803,-90.543,15.1855,0.1645,PM*,K0+III,22.27,0.17,4.873,
HIP 103545,V* DV Aqr,314.67433276125,-14.483125053589996,-54.772,-18.603,11.1896,0.0434,SB*,A9V,10.3,7.4,5.963,
HIP 77060,* eta Lib,236.01833112284,-15.67283425002,-34.917,-63.307,22.8397,0.0921,PM*,A5/7IV,-30.77,0.28,5.412,
HIP 94820,* d Sgr,289.4086630645,-18.9529062457,-10.417,-10.913,6.7773,0.1191,*,G8II-III,15.2,0.9,4.878,
HIP 103460,HD 199443,314.41935352143,-16.031538984400004,51.772,1.477,16.3245,0.0417,PM*,A2/3III,-8.52,0.19,5.869,
HIP 96496,HD 184835,294.26392248485,-18.23105476697,10.894,-14.738,7.5452,0.1077,*,K0III,-7.3,2.0,5.642,
HIP 97783,*  57 Sgr,298.0500171505,-19.04500230569,-2.165,-60.735,11.3269,0.2564,PM*,K0III,-21.98,0.76,5.896,
HIP 76333,* gam Lib,233.8815753993054,-14.789535531785829,64.631,7.819,20.2593,0.1544,**,G8.5III,-26.71,0.04,3.91,
HIP 83331,*  29 Oph,255.46355321111,-18.88553487978,-32.316,-16.025,5.5805,0.0349,*,K1III,45.29,0.15,6.293,
HIP 82861,HD 152781,254.00768315323,-16.80626552738,82.078,29.989,23.6362,0.0207,PM*,K0/1III/IV,1.1,0.13,6.336,
HIP 81724,*  24 Sco,250.39326462279,-17.742166550610005,-21.145,-1.572,8.4818,0.1192,*,G7.5II-IIICN1Ba0.5,-25.2,0.9,4.923,
HIP 80894,* phi Oph,247.7848623641479,-16.612730867286395,-46.115,-37.503,13.622,0.1316,PM*,G8+IIIa,-33.61,0.13,4.27,
HIP 93057,* ksi01 Sgr,284.33532038596,-20.65634787079,-1.116,-6.066,1.4685,0.0932,*,B9/A0Ib,2.5,0.19,5.054,
HIP 91347,HD 171856,279.47677991913,-21.39772860603,-1.945,-67.556,9.5166,0.0644,PM*,A5IV,-5.59,4.89,5.931,
HIP 91438,HD 172051,279.7225044145699,-21.05187527402,-74.718,-153.056,76.7405,0.0494,**,G6V,37.135,0.0003,5.86,
HIP 92016,HD 173282,281.32773871356994,-21.001616107920004,26.429,-30.183,16.7741,0.1017,SB*,F5/6V,-2.7,0.1,6.331,
HIP 92390,*  29 Sgr,282.41711665726,-20.324654640190005,-0.575,33.156,6.2328,0.4124,*,K2III,-17.93,0.66,5.21,
HIP 89369,*  14 Sgr,273.56624985929,-21.7131626408,-15.294,-23.625,6.8658,0.1223,*,K2III,-58.9,2.0,5.473,
HIP 89341,* mu. Sgr,273.4408701670833,-21.058831686944444,0.3,-0.48,0.09,0.28,s*b,B8Iab(e),-6.0,2.0,3.85,NAME Polis
HIP 88125,HD 164028,270.00033866991,-20.33954859792,2.233,-23.452,3.8918,0.0621,*,K0III,-7.27,0.14,6.219,
HIP 83684,*  28 Sco,256.54912358267995,-21.56457374799,-4.272,-80.67,10.4072,0.1266,PM*,A1mA2-A5/7,-34.19,0.43,6.282,
HIP 82621,HD 152311,253.35505309732,-20.41580059062,-26.361,14.121,33.016,0.2508,SB*,G2IV-V,-21.39,0.35,5.857,
HIP 81754,HD 150453,250.47376195942,-19.92436096159,15.488,43.66,32.4133,0.476,PM*,F3V,4.91,0.6,5.559,
HIP 85207,HD 157527,261.17511795785,-21.44148278906,-16.15,-25.195,9.7042,0.0385,*,K0III,-52.4809,0.0034,5.83,
HIP 81632,HD 150259,250.14382254474,-20.40864766572,15.336,28.833,8.5679,0.0343,*,K0III,33.61,0.13,6.245,
HIP 79203,HD 145100,242.48030302673004,-18.34062769945,-68.834,-68.904,20.1196,0.0691,PM*,F3V,-24.65,3.54,6.43,
HIP 79374,* nu. Sco,242.99889864963225,-19.46070447846264,-7.65,-23.71,6.88,0.76,**,B2V,2.4,5.0,4.0,NAME Jabbah
HIP 78820,* bet01 Sco,241.3592999275,-19.805452782777778,-5.2,-24.04,8.07,0.78,bC*,B1V,-1.0,0.9,2.62,
HIP 100195,* sig Cap,304.84835118396995,-19.11852538377,5.034,-10.825,3.4448,0.0987,*,K2III,-9.64,0.16,5.265,
HIP 93140,HD 175892,284.60346708835,-22.52949435177,4.013,12.511,11.4489,0.032,*,A1V,-4.84,0.31,6.141,
HIP 95077,HD 181240,290.15895055128,-22.40254625955,-14.484,30.47,17.6282,0.1083,**,A8III,-7.1,0.5,5.579,
HIP 86736,*  58 Oph,265.857473075892,-21.68319414243306,-97.253,-44.614,58.2437,0.1484,PM*,F5V,10.36,0.13,4.861,
HIP 75118,* omi Lib,230.25578898389,-15.548351532910004,20.404,29.818,17.5623,0.1665,*,F2V,8.82,1.02,6.143,
HIP 103226,*  19 Cap,313.69923524297,-17.92289458254,-58.731,-17.624,8.1677,0.0559,PM*,K0III,-38.9,2.0,5.782,
HIP 101123,* omi Cap A,307.47462289485,-18.58318352159,29.058,-81.326,14.0193,0.0402,PM*,A1V,-12.4,1.3,5.897,
HIP 93423,HD 176537,285.40725058993,-22.69536513997,2.112,0.278,1.7301,0.0375,C*,K3III,-12.7,0.27,6.215,
HIP 86060,*  52 Oph,263.8270838513499,-22.04382666005,-1.045,-9.873,3.9713,0.0459,a2*,ApSi,-18.07,0.48,6.481,
HIP 102780,HD 198208,312.3355955441,-18.03585624228,1.313,-34.22,3.9982,0.0372,*,K3III,46.04,0.13,6.193,
HIP 75730,* zet01 Lib,232.06420082374,-16.71648542046,16.299,-33.679,5.0526,0.0968,*,K4.5III,-21.4,2.0,5.626,
HIP 73945,* nu. Lib,226.65665213047,-16.256818608409997,-36.821,-23.247,5.1772,0.1046,*,K5-III,-15.69,0.17,5.2,
HIP 92111,*  28 Sgr,281.58587913429,-22.39217317927,28.317,-1.455,4.38,0.1341,*,K5III,-2.7,2.0,5.366,
HIP 91405,HD 171961,279.62797636346,-23.50489520314,-2.485,-20.588,4.5347,0.0683,*,B8III,-33.0,4.3,5.772,
HIP 92761,* nu.01 Sgr,283.54240867928,-22.74483961587,3.919,-8.092,1.8387,0.1091,*,K1II,-11.57,0.18,4.845,
HIP 91689,*  26 Sgr,280.46512781202,-23.833422357,31.375,-27.242,16.2093,0.0639,*,A3mA7-A9,1.41,0.21,6.205,
HIP 91004,*  24 Sgr,278.47285965291,-24.03228199515,-2.543,-7.346,1.7715,0.1063,*,K3III,-2.29,0.18,5.461,
HIP 89980,*  70 Sgr,275.38069213598,-24.91527538332,3.334,-2.375,3.2526,0.1138,LP?,M5-IIIa:,3.4,2.0,6.25,
HIP 87706,*  63 Oph,268.72518000495995,-24.88709559456,0.68,-2.23,1.0376,0.1187,*,O8II((f)),90.34,5.48,6.2,
HIP 88116,*   4 Sgr,269.94815189825994,-23.81611471274,-0.9,-51.149,7.9879,0.3689,PM*,A0,64.33,1.32,4.724,
HIP 76880,* kap Lib,235.48663508477,-19.67879299614,-35.256,-111.519,10.7725,0.4235,PM*,M0-IIIb,-4.5,1.5,4.72,
HIP 88298,HD 164402,270.47658748275,-22.78029423012,0.495,-1.635,1.3357,0.1489,s*b,B0Ib,4.2,1.4,5.77,
HIP 76569,HD 139329,234.56786024887,-21.016318441,60.212,-61.692,10.0459,0.0899,HB*,K0III,32.85,0.14,5.816,
HIP 77811,* lam Lib,238.33355790343,-20.167075278810003,-12.977,-17.736,7.3884,0.2897,SB*,B3V,-2.0,0.5,5.027,
HIP 79599,HD 145964,243.62034470195,-21.10763654877,-17.114,-30.199,8.852,0.0437,*,B9V,-0.06,1.39,6.405,
HIP 78933,* ome Sco,241.70177077785252,-20.66918885175861,-10.231,-23.489,7.0956,0.273,bC*,B1V,-4.4,3.0,3.97,
HIP 85242,* 191 Oph,261.27600195604,-24.24368548727,22.682,10.86,7.6562,0.0351,*,K0III,20.0,2.0,6.171,
HIP 96274,HD 184268,293.6414225907263,-23.8588312312942,3.849,-6.722,2.4971,0.072,*,K4/5III,-11.8,2.0,6.475,
HIP 93498,HD 176704,285.61531266794,-24.8468254229,-24.283,-177.053,12.4882,0.0837,PM*,K2III,5.01,0.24,5.628,
HIP 87099,HD 161664,266.9399986433,-22.477791587930003,-1.525,-7.736,2.1424,0.0562,*,G6IbHdel1,-17.09,0.2,6.19,
HIP 96729,*  53 Sgr,294.9560715884292,-23.4276820114689,5.634,-35.939,7.6366,0.1729,**,A0V,-11.4,1.2,6.321,
HIP 93315,HD 176246,285.10338861936,-24.94216992674,53.72,41.65,5.681,0.0208,PM*,K0III,-24.5,2.0,6.356,
HIP 92855,* sig Sgr,283.81636040649323,-26.29672411476388,15.14,-53.43,14.32,0.29,**,B2.5V,-11.2,2.0,2.067,NAME Nunki
HIP 95477,* chi01 Sgr,291.3187110569254,-24.508567106691117,44.119,-54.969,9.6475,0.6083,**,A3/5IV/V,-43.4,1.6,5.009,
HIP 96465,* h02 Sgr,294.1768056753442,-24.883620868674445,69.625,-23.325,18.2243,0.1412,PM*,B8/9V,-19.0,2.0,4.598,
HIP 85340,* b Oph,261.5925689203433,-24.17530694506028,-1.947,-117.428,40.0272,0.2712,PM*,kA5hA9mF1III,-34.8,0.18,4.153,
HIP 96406,* h01 Sgr,294.00688955334,-24.71908064485,6.459,-26.154,12.3195,0.0516,dS*,A1mA2-F0,-30.5,2.0,5.64,
HIP 92041,* phi Sgr,281.41412309412124,-26.99078264511139,49.919,-0.09,12.1552,0.5888,PM*,B8III,21.5,2.0,3.14,
HIP 98575,HD 189561,300.3493612876699,-22.737308903180004,8.497,-12.827,8.4998,0.0483,RG*,K0III,9.87,0.16,5.999,
HIP 98785,HD 190009,300.93462506774995,-22.59559730163,-38.301,22.435,16.4348,0.0333,*,F7V,8.46,0.16,6.428,
HIP 102487,*  17 Cap,311.54161670263,-21.514036022269995,22.22,-18.351,11.1349,0.0475,*,A1V,1.8,0.54,5.902,
HIP 97944,HD 188088,298.57393725612667,-23.941072047534444,-124.167,-410.681,70.701,0.035,BY*,K3VaCN1,-5.266,0.014,6.213,
HIP 83196,*  26 Oph,255.03970555147,-24.98913937677,59.045,-48.265,29.4073,0.0858,**,F3V,19.3,2.0,5.731,
HIP 90510,HD 169938,277.0257282666,-26.75730627721,-8.863,-25.735,12.5347,0.1628,**,A3/4V,-29.8,2.0,6.276,
HIP 83740,HD 154481,256.7217695204092,-26.5130200140325,-3.02,-13.694,4.2824,0.0653,*,B8/9II,-24.0,7.4,6.251,
HIP 89678,HD 167818,274.51329851055624,-27.042643520009165,5.398,-4.195,4.486,0.1102,*,K3II,-15.14,0.56,4.627,
HIP 98353,*  60 Sgr,299.73834242433,-26.19576247541,26.283,27.104,8.7932,0.1159,*,G6III,-48.6,2.0,4.846,
HIP 98162,* b Sgr,299.23680287255206,-27.169897010698055,7.393,-16.563,3.8051,0.2094,*,K2.5IIb,-16.2,0.9,4.528,
HIP 77859,HD 142184,238.48276577759165,-23.978095380702776,-13.406,-24.111,6.9899,0.0739,Be*,B2V,-9.2,3.1,5.402,
HIP 78699,HD 143900,240.97792771840005,-24.72631337057,-4.634,5.335,5.8986,0.0282,*,K2/3III,25.58,0.15,6.211,
HIP 76532,HD 139254,234.45017301303,-23.14170709737,-30.778,-80.179,10.8658,0.1268,HB*,K0III,2.61,0.22,5.79,
HIP 75939,HD 138105,232.65104577189,-20.72855295235,5.277,-29.067,14.2724,0.0539,*,A3V,-10.9,1.5,6.194,
HIP 95408,HD 182180,291.12575043129,-27.86594151541,10.663,-15.218,4.4686,0.0624,*,B2Vnn,3.8,2.4,6.011,
HIP 74392,* iot Lib,228.05537605958327,-19.79171089333333,-35.4,-32.79,8.59,0.25,SB*,B9IVpSi,-11.6,2.0,4.54,
HIP 89622,HD 167666,274.3503597174599,-28.65206543246,11.364,-14.409,5.8281,0.0403,*,A5V,-30.04,0.62,6.168,
HIP 94272,HD 178840,287.82840204203,-29.50229333174,15.642,-19.997,7.3721,0.1055,*,B8V,-14.4,7.4,6.272,
HIP 93925,HD 177846,286.87850917838995,-28.63680067575,1.42,-8.145,1.6134,0.0559,*,K3III,6.89,0.15,6.027,
HIP 92643,HD 174631,283.15435502761,-29.37967653573,-0.043,-46.135,5.6895,0.1464,*,K1III,-55.23,0.41,6.098,
HIP 85084,*  43 Oph,260.83996199442,-28.14283354339,1.097,-30.511,6.1572,0.1324,*,K4/5III,-11.95,0.18,5.288,
HIP 85442,HD 157955,261.90647118256,-29.724566877670004,-5.702,-31.511,4.5112,0.0457,*,B9.5IV,-45.38,0.8,5.974,
HIP 85423,* d Oph,261.8386484717475,-29.867034824494446,17.052,-137.966,29.1161,0.1975,PM*,F5III-IV,37.7,0.17,4.269,
HIP 81992,HD 150894,251.25079134106,-28.509657131380003,-26.908,-0.524,6.6975,0.037,*,A3IV,-47.84,0.29,5.982,
HIP 84175,HD 155401,258.10442672771,-27.7621247342,-8.013,-48.721,7.1213,0.0507,*,B9V(n),-2.0,2.0,6.117,
HIP 84445,HD 155940,258.96395897614,-30.2107313098,-15.124,-45.315,9.4219,0.038,*,B9/9.5V,-1.55,0.72,6.184,
HIP 99825,HD 192310,303.8224640668642,-27.032975451495552,1242.763,-181.175,113.4872,0.0516,PM*,K2+V,-54.293,0.0002,5.723,
HIP 98688,* c Sgr,300.6645021138671,-27.709844346463058,32.777,14.3,7.2677,0.261,LP*,M4.5III,9.9,0.8,4.58,
HIP 102032,HD 196815,310.14959374282995,-26.64515895366,9.729,-25.585,9.0299,0.1142,SB*,G0/1V,-0.71,0.59,6.5,
HIP 102485,* psi Cap,311.5238874801846,-25.27089819194861,-52.557,-156.935,68.337,0.1823,PM*,F5V,27.53,0.13,4.122,
HIP 78650,HD 143787,240.83592977032,-25.865242571789995,-67.839,-38.154,14.9532,0.1352,PM*,K3III,-37.88,0.15,4.966,
HIP 77858,HD 142165,238.47464261825,-24.5331592472,-13.584,-25.043,7.2782,0.1063,SB*,B5V,2.1,5.0,5.372,
HIP 77984,*   4 Sco,238.87530651603,-26.26598259947,-41.061,-27.005,9.4873,0.068,*,A3V,-24.9,0.33,5.625,
HIP 79404,* c02 Sco,243.07585257034168,-27.926375912667503,-12.262,-24.252,6.7848,0.1448,SB*,B2V,36.93,0.62,4.568,
HIP 77635,* b Sco,237.74476859529997,-25.75129407694,-14.053,-24.937,6.7811,0.1435,*,B1.5Vn,-3.0,4.7,4.635,
HIP 76742,*  42 Lib,235.0704055109,-23.81808364893,-16.044,-16.111,8.2082,0.1747,*,K3-IIICN2,-21.8,2.0,4.96,
HIP 93667,HD 177074,286.10440681372,-31.04708057105,3.81,-19.721,6.7702,0.0861,*,A0V,-24.12,0.51,5.482,
HIP 90763,HD 170479,277.7701727916116,-32.9890982509367,-1.371,-47.071,10.6451,0.5932,*,A5V,9.2,2.0,5.386,
HIP 89010,HD 165978,272.49984911718,-32.71963563059,2.442,-150.272,9.4779,0.0224,PM*,K0III,10.62,0.16,6.405,
HIP 87220,HD 161840,267.2936550248199,-31.70320628738611,5.506,-9.468,5.8527,0.1256,*,B8Ib/II,-13.3,2.0,4.797,
HIP 98351,HD 188981,299.7351156856,-30.53838958393,87.003,-62.78,17.8515,0.0971,SB*,K1III,-44.3,1.83,6.28,
HIP 76567,HD 139290,234.56588110583,-28.20665653554,11.858,-27.074,4.4674,0.0471,*,K1III,30.02,0.16,6.319,
HIP 102414,HD 197540,311.30466803047,-27.247280145510004,-1.88,7.245,6.2033,0.0255,*,G8III,-2.76,0.14,6.492,
HIP 97260,HD 186500,296.50510465728,-31.908568390070005,-1.648,-20.091,3.4841,0.1871,*,B8III,-16.02,0.65,5.512,
HIP 79881,* d Sco,244.57457983480717,-28.614019999019167,-32.169,-101.309,23.5392,0.152,PM*,A1Va,-14.43,0.17,4.782,
HIP 76470,* ups Lib,234.25603706873625,-28.135110461468887,-16.261,11.711,15.5267,0.2465,*,K3.5III,-24.9,0.7,3.589,
HIP 79302,HD 145250,242.75861792635,-29.41621869415,-88.148,-87.568,11.5124,0.0934,PM*,K0III,-26.34,0.15,5.102,
HIP 84226,HD 155450,258.24399122904,-32.43833166031,1.831,-1.853,0.8723,0.0403,bC?,B1Ib,18.0,5.9,5.997,
HIP 103168,V* BY Mic,313.5273708479804,-27.92523729838583,-11.565,-16.485,3.6795,0.0406,LP?,M1III,24.74,0.12,6.409,
HIP 78575,HD 143619,240.6642572681,-29.13580290361,32.47,-9.68,6.3919,0.034,*,K2/3III,3.6,0.12,6.056,
HIP 101211,HD 195206,307.73666527955,-29.112661491120004,22.991,-6.837,4.7551,0.1491,**,A5V,-16.99,0.27,6.343,
HIP 88550,HD 164870,271.20991058644995,-35.901441009420004,-15.324,-33.361,10.1415,0.0363,*,K2III,-15.25,0.22,5.972,
HIP 90124,HD 168838,275.87011112107,-36.23798837481999,7.218,4.777,10.963,0.0912,HB*,K0III,-5.56,0.18,5.518,
HIP 90336,HD 169398,276.47752799138,-33.94571823769,-0.062,-10.949,2.4478,0.0439,*,B7III,-6.0,2.0,6.296,
HIP 88294,HD 164245,270.45125806586,-36.37785438515001,-7.084,-21.144,3.8387,0.1014,*,B8V,1.75,0.79,6.296,
HIP 90290,HD 169236,276.34030151333,-35.99202377849,-35.706,2.847,8.4043,0.0341,*,K0III,4.91,0.17,6.142,
HIP 87722,HD 162926,268.7834653621599,-36.47564446634,3.584,-4.992,3.7384,0.0566,*,B9.5III,-18.82,0.63,6.053,
HIP 85786,HD 158619,262.9473281283799,-33.70315906578,-7.841,-31.894,8.5101,0.0304,*,K2III,-32.92,0.16,6.413,
HIP 84401,HD 155806,258.83019944613,-33.54841649417,1.67,-3.415,0.9543,0.0872,Be*,O7.5V((f))z(e),11.6,2.8,5.53,
HIP 85019,HD 157060,260.65812868121,-35.91058473874,64.347,65.454,25.3858,0.4751,SB*,F9V:,-12.43,1.95,6.419,
HIP 77729,HD 141832,238.05335776947004,-29.88653288379,-135.88,-98.793,14.3474,0.0269,PM*,K0III,-18.16,0.15,6.382,
HIP 76739,HD 139613,235.06469670606003,-31.213773397750003,-49.036,-32.549,5.1137,0.0443,PM*,K3III,-20.76,0.18,6.34,
HIP 78665,HD 143790,240.89316200613,-32.000534507320005,-37.491,-27.625,17.4818,0.0332,*,F5IV/V,27.407,0.0008,5.993,
HIP 81741,HD 150331,250.43939303974,-33.145759861669994,-58.409,-56.768,12.5365,0.0331,PM*,G0/2II,-5.81,0.14,5.836,
HIP 78486,HD 143404,240.33147646433,-31.88913366806999,8.763,0.107,4.0768,0.0254,*,K4III,1.65,0.14,6.317,
HIP 76600,* tau Lib,234.6640395654167,-29.77774877888889,-22.08,-24.46,8.89,0.2,SB*,B2.5V,3.2,5.0,3.642,
HIP 90541,HD 169853,277.11297524201,-38.99566951021,0.096,-41.093,8.3424,0.0673,*,A2mA2-F0,-19.19,0.85,5.624,
HIP 90969,* kap01 CrA,278.34617047935,-38.72004621579,-0.512,-22.55,4.4833,0.0831,*,B8/A1,-16.0,3.7,6.169,
HIP 89642,* eta Sgr,274.40682166227543,-36.76169016455027,-131.804,-166.309,23.8859,0.4865,LP?,M2III,0.2,0.8,3.11,
HIP 86670,* kap Sco,265.62198000035505,-39.02998307638737,-6.05,-25.54,6.75,0.17,bC*,B1.5III,-14.0,2.8,2.386,
HIP 86098,HD 159312,263.92948732602,-37.43987090265,-15.457,-34.193,8.9116,0.0554,*,A0V,-14.92,0.73,6.463,
HIP 85543,HD 158105,262.23370553001,-36.77828045494,-2.419,-6.711,4.9851,0.0986,**,K0III,-28.4,0.1,5.985,
HIP 94114,* alf CrA,287.3680896456666,-37.90447440014084,84.65,-96.511,27.0884,0.3566,PM*,A2Va,-36.23,0.51,4.087,
HIP 103103,HD 198751,313.35400281837,-30.71895299392,34.219,-17.979,6.0075,0.0256,*,K1III,-6.63,0.13,6.342,
HIP 87042,HD 161390,266.78039923176993,-38.11217346698,-12.044,-27.971,6.9555,0.1337,**,B9V,1.0,,6.4,
HIP 86698,HD 160668,265.71290596535994,-36.94556242444,7.725,-22.931,5.3297,0.0938,*,K5III,-1.53,0.18,5.52,
HIP 101552,HD 195843,308.69746632209,-30.47347073589,14.25,-21.424,5.9738,0.0519,*,B8V,-13.9,0.79,6.402,
HIP 85048,HD 157097,260.7281211613,-37.22078876730999,20.35,-39.127,8.9463,0.0443,*,K1III,-35.54,0.15,5.914,
HIP 76395,HD 138923,234.04734635434,-33.09280409973,-20.01,-23.701,7.3998,0.0586,**,B8V,-3.6,3.7,6.251,
HIP 83235,HD 153368,255.1541224368,-35.93413427452,-5.601,-64.872,9.2473,0.0361,HB*,K2IIICNII,17.67,0.22,5.934,
HIP 78726,HD 143902,241.07424332395,-33.21371457478,-29.466,-32.504,7.7133,0.0379,*,F3III,-28.4,4.3,6.086,
HIP 81523,HD 149886,249.77177750351,-37.21737604844001,-12.506,-44.629,6.8834,0.1577,**,B9/A0V+B,3.3,1.9,5.914,
HIP 79199,HD 144987,242.46912446423,-33.54580654173,-24.852,-46.016,8.115,0.075,PM*,B8V,-21.0,7.4,5.497,
HIP 80911,* N Sco,247.84556033467496,-34.70436819282168,-11.558,-18.39,5.4821,0.2045,*,B2III-IV,0.8,1.5,4.23,
HIP 83491,V* V923 Sco,255.9622565365,-38.15257198256,91.242,-34.852,16.1648,0.0363,SB*,F3V,-14.8,2.0,5.902,
HIP 87294,* iot02 Sco,267.54629914229,-40.09043182076001,2.686,-2.117,0.8148,0.1266,*,A2Ib,-17.15,0.67,4.803,
HIP 87936,HD 163376,269.4491771177079,-41.71629326855278,-4.794,-15.33,5.7411,0.1738,*,M0III,4.4,2.0,4.863,
HIP 83100,HD 153072,254.7177802592786,-37.6204928509059,9.09,-38.37,9.1462,0.3242,**,A3III,-27.3,3.7,6.048,
HIP 99461,HD 191408,302.7997448709225,-36.10120881266862,458.882,-1576.732,166.3272,0.1065,PM*,K2.5V,-129.3,0.14,5.32,
HIP 102901,HD 198356,312.69645153245,-32.05460473210999,-7.383,-63.898,4.8967,0.0351,PM*,K5III,-3.85,0.15,6.405,
HIP 98461,HD 189195,300.066387119187,-37.701722604733,18.61,-1.58,8.6777,0.1213,*,G8/K0III,23.94,0.16,5.948,
HIP 74604,* i Lup,228.6554993406,-31.51912384467,-8.935,1.036,1.5243,0.1267,*,F3III,-22.48,0.13,4.918,
HIP 93074,HD 175529,284.39331581741,-39.82319494608,4.01,37.238,14.6074,0.0308,*,A5IV/V,6.39,0.36,6.284,
HIP 94005,* del CrA,287.08737371518,-40.49669798013,47.391,-27.246,17.6582,0.246,PM*,K1III,21.24,0.19,4.571,
HIP 91989,HD 172991,281.2381345059599,-39.68618836516,9.815,-6.261,2.6806,0.1453,*,B9/A1V,-14.69,0.37,5.439,
HIP 90936,HD 170773,278.25381970894,-39.89202086749,86.353,-79.927,27.0749,0.03,PM*,F5V,-16.55,0.95,6.217,
HIP 73566,*  60 Hya,225.52680468056,-28.06061307637,84.357,-33.336,8.627,0.398,PM*,A4IV,8.0,4.3,5.824,
HIP 93209,HD 175855,284.79568457993,-39.53471214657,-2.648,-31.935,5.8918,0.0359,*,B9.5V,-14.48,0.97,6.497,
